,Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
3013,GOOD SAMARITAN MEDICAL CENTER,220111,MA,READM-30-HF-HRRP,619,1.0608,24.1,22.8,153.0,07/01/2010,06/30/2013
4584,NORWOOD HOSPITAL,220126,MA,READM-30-HF-HRRP,619,1.032,22.6,21.9,142.0,07/01/2010,06/30/2013
7116,"METHODIST HOSPITAL,THE",450358,TX,READM-30-AMI-HRRP,619,0.9938,19.4,19.6,120.0,07/01/2010,06/30/2013
5625,INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-HF-HRRP,619,1.0154,22.0,21.7,137.0,07/01/2010,06/30/2013
936,WINCHESTER HOSPITAL,220105,MA,READM-30-COPD-HRRP,619,1.1331,23.7,20.9,156.0,07/01/2010,06/30/2013
7216,BOONE HOSPITAL CENTER,260068,MO,READM-30-AMI-HRRP,620,0.9926,15.9,16.0,98.0,07/01/2010,06/30/2013
12965,MOUNT AUBURN HOSPITAL,220002,MA,READM-30-PN-HRRP,620,0.871,14.2,16.3,80.0,07/01/2010,06/30/2013
2305,FORREST GENERAL HOSPITAL,250078,MS,READM-30-HIP-KNEE-HRRP,620,1.0772,4.9,4.6,32.0,07/01/2010,06/30/2013
11747,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,40004,AR,READM-30-HF-HRRP,620,0.9195,19.3,21.0,115.0,07/01/2010,06/30/2013
5673,"ST JOHN MEDICAL CENTER, INC",370114,OK,READM-30-AMI-HRRP,621,1.0147,15.8,15.6,99.0,07/01/2010,06/30/2013
8890,CJW MEDICAL CENTER,490112,VA,READM-30-PN-HRRP,621,0.9702,15.9,16.4,97.0,07/01/2010,06/30/2013
2969,BATON ROUGE GENERAL MEDICAL CENTER,190065,LA,READM-30-HF-HRRP,621,1.0618,23.6,22.2,150.0,07/01/2010,06/30/2013
1579,MOBILE INFIRMARY,10113,AL,READM-30-PN-HRRP,621,1.1006,18.4,16.7,120.0,07/01/2010,06/30/2013
11624,SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-HF-HRRP,622,0.9229,20.8,22.6,125.0,07/01/2010,06/30/2013
13538,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-HF-HRRP,622,0.7957,18.3,23.1,101.0,07/01/2010,06/30/2013
3592,SUMMA HEALTH SYSTEMS HOSPITALS,360020,OH,READM-30-COPD-HRRP,622,1.0487,23.4,22.3,149.0,07/01/2010,06/30/2013
362,EDWARD W SPARROW HOSPITAL,230230,MI,READM-30-HIP-KNEE-HRRP,622,1.1936,6.7,5.6,45.0,07/01/2010,06/30/2013
12703,UPMC HAMOT,390063,PA,READM-30-HF-HRRP,622,0.8862,19.8,22.3,116.0,07/01/2010,06/30/2013
3611,EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-HF-HRRP,622,1.0483,22.7,21.7,144.0,07/01/2010,06/30/2013
2707,SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-PN-HRRP,622,1.0675,18.5,17.3,119.0,07/01/2010,06/30/2013
74,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,NY,READM-30-HF-HRRP,622,1.317,30.4,23.0,206.0,07/01/2010,06/30/2013
11968,HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,READM-30-HIP-KNEE-HRRP,622,0.9137,4.4,4.9,26.0,07/01/2010,06/30/2013
1047,GLENDALE MEM HOSPITAL & HLTH CENTER,50058,CA,READM-30-HF-HRRP,622,1.1254,26.2,23.3,170.0,07/01/2010,06/30/2013
8384,HENRY FORD MACOMB HOSPITAL,230047,MI,READM-30-AMI-HRRP,623,0.9772,19.6,20.1,121.0,07/01/2010,06/30/2013
9905,BAPTIST BEAUMONT HOSPITAL,450346,TX,READM-30-COPD-HRRP,623,0.9558,18.7,19.5,113.0,07/01/2010,06/30/2013
3964,ST JOSEPH MERCY OAKLAND,230029,MI,READM-30-PN-HRRP,623,1.042,20.6,19.8,131.0,07/01/2010,06/30/2013
13420,SPARTANBURG REGIONAL MEDICAL CENTER,420007,SC,READM-30-HIP-KNEE-HRRP,623,0.826,4.6,5.5,25.0,07/01/2010,06/30/2013
10409,FAIRVIEW SOUTHDALE HOSPITAL,240078,MN,READM-30-HIP-KNEE-HRRP,623,0.9477,4.8,5.1,29.0,07/01/2010,06/30/2013
1382,FRANCISCAN ST JAMES HEALTH,140172,IL,READM-30-PN-HRRP,623,1.1087,19.8,17.9,130.0,07/01/2010,06/30/2013
9332,METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-HF-HRRP,623,0.9642,21.2,22.0,130.0,07/01/2010,06/30/2013
8204,SHAWNEE MISSION MEDICAL CENTER,170104,KS,READM-30-PN-HRRP,623,0.9795,15.6,15.9,96.0,07/01/2010,06/30/2013
5053,UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,NC,READM-30-HF-HRRP,624,1.0238,23.5,22.9,148.0,07/01/2010,06/30/2013
10973,FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-HIP-KNEE-HRRP,624,0.937,4.4,4.6,26.0,07/01/2010,06/30/2013
12960,SAINT VINCENT HOSPITAL,390009,PA,READM-30-HF-HRRP,624,0.8712,19.4,22.2,113.0,07/01/2010,06/30/2013
1368,ANDERSON REGIONAL MEDICAL CTR,250104,MS,READM-30-COPD-HRRP,624,1.1091,20.0,18.0,132.0,07/01/2010,06/30/2013
3483,MOUNT SINAI MEDICAL CENTER,100034,FL,READM-30-HF-HRRP,624,1.0513,26.1,24.8,166.0,07/01/2010,06/30/2013
9695,NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,AR,READM-30-PN-HRRP,624,0.9591,15.1,15.8,92.0,07/01/2010,06/30/2013
9320,JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-HIP-KNEE-HRRP,624,0.9643,5.9,6.1,36.0,07/01/2010,06/30/2013
2634,JFK MEDICAL CENTER,100080,FL,READM-30-COPD-HRRP,625,1.0693,21.9,20.5,142.0,07/01/2010,06/30/2013
2586,ST LUCIE MEDICAL CENTER,100260,FL,READM-30-COPD-HRRP,625,1.0701,21.8,20.3,141.0,07/01/2010,06/30/2013
9919,SAINT FRANCIS MEDICAL CENTER,140067,IL,READM-30-AMI-HRRP,625,0.9555,14.1,14.8,86.0,07/01/2010,06/30/2013
12417,PROVIDENCE SACRED HEART MEDICAL CENTER,500054,WA,READM-30-HF-HRRP,625,0.8998,19.4,21.5,115.0,07/01/2010,06/30/2013
13418,SALEM HOSPITAL,380051,OR,READM-30-HIP-KNEE-HRRP,625,0.8262,3.7,4.5,20.0,07/01/2010,06/30/2013
4113,ST FRANCIS MEDICAL CENTER,190125,LA,READM-30-HF-HRRP,626,1.0392,24.9,23.9,158.0,07/01/2010,06/30/2013
7432,BERKSHIRE MEDICAL CENTER INC,220046,MA,READM-30-HF-HRRP,626,0.9897,22.0,22.2,137.0,07/01/2010,06/30/2013
3441,NEWTON-WELLESLEY HOSPITAL,220101,MA,READM-30-HF-HRRP,626,1.0522,22.7,21.6,145.0,07/01/2010,06/30/2013
3106,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,360211,OH,READM-30-COPD-HRRP,626,1.0588,22.6,21.4,146.0,07/01/2010,06/30/2013
10010,STORMONT-VAIL HEALTHCARE,170086,KS,READM-30-PN-HRRP,626,0.9543,15.6,16.4,95.0,07/01/2010,06/30/2013
5602,HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-AMI-HRRP,626,1.0157,17.9,17.6,113.0,07/01/2010,06/30/2013
1494,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,AR,READM-30-PN-HRRP,627,1.1032,18.4,16.6,121.0,07/01/2010,06/30/2013
4605,MORRISTOWN MEDICAL CENTER,310015,NJ,READM-30-COPD-HRRP,627,1.0316,21.0,20.4,134.0,07/01/2010,06/30/2013
3680,LAKELAND REGIONAL MEDICAL CENTER,100157,FL,READM-30-AMI-HRRP,627,1.0471,17.8,17.0,114.0,07/01/2010,06/30/2013
12156,MEASE COUNTRYSIDE HOSPITAL,100265,FL,READM-30-COPD-HRRP,627,0.9082,19.3,21.3,114.0,07/01/2010,06/30/2013
12301,WESLEY MEDICAL CENTER,170123,KS,READM-30-HF-HRRP,627,0.9035,19.4,21.5,116.0,07/01/2010,06/30/2013
8557,SEVEN RIVERS REGIONAL MEDICAL CENTER,100249,FL,READM-30-HIP-KNEE-HRRP,627,0.975,5.7,5.8,35.0,07/01/2010,06/30/2013
2948,MIRIAM HOSPITAL,410012,RI,READM-30-HIP-KNEE-HRRP,628,1.0622,5.2,4.9,34.0,07/01/2010,06/30/2013
12308,FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-PN-HRRP,628,0.9034,16.9,18.7,100.0,07/01/2010,06/30/2013
2449,WATERBURY HOSPITAL,70005,CT,READM-30-HF-HRRP,628,1.0735,24.2,22.5,156.0,07/01/2010,06/30/2013
10543,EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,READM-30-HF-HRRP,628,0.9454,22.0,23.3,135.0,07/01/2010,06/30/2013
10766,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,230197,MI,READM-30-HIP-KNEE-HRRP,628,0.941,5.3,5.6,32.0,07/01/2010,06/30/2013
9167,NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-COPD-HRRP,628,0.9665,17.7,18.4,109.0,07/01/2010,06/30/2013
299,NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-PN-HRRP,628,1.2087,21.4,17.7,146.0,07/01/2010,06/30/2013
12718,LEWISGALE MEDICAL CENTER,490048,VA,READM-30-PN-HRRP,628,0.8855,14.0,15.8,81.0,07/01/2010,06/30/2013
1903,LARGO MEDICAL CENTER,100248,FL,READM-30-HF-HRRP,629,1.0892,24.5,22.5,159.0,07/01/2010,06/30/2013
12270,EL CAMINO HOSPITAL,50308,CA,READM-30-HF-HRRP,629,0.9044,19.4,21.4,116.0,07/01/2010,06/30/2013
3053,ABBOTT NORTHWESTERN HOSPITAL,240057,MN,READM-30-HIP-KNEE-HRRP,629,1.0601,5.2,4.9,34.0,07/01/2010,06/30/2013
5328,FLORIDA HOSPITAL TAMPA,100173,FL,READM-30-HF-HRRP,629,1.02,23.0,22.6,146.0,07/01/2010,06/30/2013
10198,INTEGRIS BAPTIST MEDICAL CENTER,370028,OK,READM-30-AMI-HRRP,629,0.9511,15.0,15.8,92.0,07/01/2010,06/30/2013
2128,LEE MEMORIAL HOSPITAL,100012,FL,READM-30-AMI-HRRP,629,1.0822,17.5,16.1,114.0,07/01/2010,06/30/2013
11270,GEISINGER - COMMUNITY MEDICAL CENTER,390001,PA,READM-30-HF-HRRP,629,0.9309,20.0,21.5,122.0,07/01/2010,06/30/2013
4732,OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,READM-30-HF-HRRP,629,1.0294,21.2,20.6,135.0,07/01/2010,06/30/2013
1408,UMASS MEMORIAL MEDICAL CENTER INC,220163,MA,READM-30-COPD-HRRP,630,1.1077,24.1,21.8,160.0,07/01/2010,06/30/2013
12461,SAINT THOMAS WEST HOSPITAL,440082,TN,READM-30-COPD-HRRP,630,0.8974,20.3,22.7,120.0,07/01/2010,06/30/2013
11751,STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HF-HRRP,630,0.9194,20.1,21.9,122.0,07/01/2010,06/30/2013
4125,NORMAN REGIONAL HEALTH SYSTEM,370008,OK,READM-30-HF-HRRP,630,1.0391,22.3,21.5,143.0,07/01/2010,06/30/2013
6478,"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,READM-30-AMI-HRRP,630,1.0028,17.1,17.1,108.0,07/01/2010,06/30/2013
1453,CARILION ROANOKE MEMORIAL HOSPITAL,490024,VA,READM-30-PN-HRRP,631,1.105,19.3,17.5,128.0,07/01/2010,06/30/2013
6118,WAYNE MEMORIAL HOSPITAL,340010,NC,READM-30-HF-HRRP,631,1.0078,22.3,22.1,141.0,07/01/2010,06/30/2013
12757,YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HF-HRRP,631,0.8834,19.5,22.1,116.0,07/01/2010,06/30/2013
128,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,READM-30-HIP-KNEE-HRRP,631,1.2663,6.5,5.1,45.0,07/01/2010,06/30/2013
607,WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-HF-HRRP,631,1.1588,27.1,23.4,180.0,07/01/2010,06/30/2013
9195,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,CO,READM-30-PN-HRRP,631,0.9659,14.9,15.4,92.0,07/01/2010,06/30/2013
9351,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,READM-30-COPD-HRRP,631,0.9639,20.6,21.3,127.0,07/01/2010,06/30/2013
13011,ST EDWARD MERCY MEDICAL CENTER,40062,AR,READM-30-HIP-KNEE-HRRP,632,0.8682,4.4,5.0,25.0,07/01/2010,06/30/2013
13446,AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-AMI-HRRP,632,0.8216,11.2,13.6,61.0,07/01/2010,06/30/2013
10169,ARKANSAS HEART HOSPITAL,40134,AR,READM-30-AMI-HRRP,632,0.9517,14.6,15.4,90.0,07/01/2010,06/30/2013
1133,MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-COPD-HRRP,632,1.1205,23.8,21.2,159.0,07/01/2010,06/30/2013
4321,SAINT FRANCIS MEDICAL CENTER,140067,IL,READM-30-COPD-HRRP,632,1.0359,20.6,19.9,133.0,07/01/2010,06/30/2013
2418,RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-COPD-HRRP,632,1.0744,22.9,21.3,150.0,07/01/2010,06/30/2013
12860,"ST FRANCIS HOSPITAL, INC",110129,GA,READM-30-PN-HRRP,632,0.8781,15.0,17.1,87.0,07/01/2010,06/30/2013
9143,ST RITA'S MEDICAL CENTER,360066,OH,READM-30-HF-HRRP,633,0.9668,22.1,22.9,138.0,07/01/2010,06/30/2013
10186,YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HIP-KNEE-HRRP,633,0.9514,5.2,5.5,32.0,07/01/2010,06/30/2013
6339,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,READM-30-COPD-HRRP,633,1.0048,19.7,19.6,125.0,07/01/2010,06/30/2013
2417,"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-AMI-HRRP,633,1.0744,16.2,15.0,106.0,07/01/2010,06/30/2013
2746,GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-HF-HRRP,633,1.0665,25.6,24.0,166.0,07/01/2010,06/30/2013
6344,WINCHESTER HOSPITAL,220105,MA,READM-30-HF-HRRP,633,1.0047,23.5,23.4,149.0,07/01/2010,06/30/2013
548,WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-HIP-KNEE-HRRP,634,1.1672,5.4,4.6,37.0,07/01/2010,06/30/2013
13549,MAURY REGIONAL HOSPITAL,440073,TN,READM-30-HIP-KNEE-HRRP,634,0.7917,4.0,5.0,21.0,07/01/2010,06/30/2013
6817,HAMILTON MEDICAL CENTER,110001,GA,READM-30-PN-HRRP,634,0.9978,18.6,18.7,118.0,07/01/2010,06/30/2013
5662,IREDELL MEMORIAL HOSPITAL INC,340039,NC,READM-30-COPD-HRRP,635,1.0148,19.8,19.5,127.0,07/01/2010,06/30/2013
8534,MERCY GENERAL HOSPITAL,50017,CA,READM-30-AMI-HRRP,635,0.9753,15.8,16.2,99.0,07/01/2010,06/30/2013
13426,BRONSON METHODIST HOSPITAL,230017,MI,READM-30-HIP-KNEE-HRRP,635,0.8245,4.2,5.0,23.0,07/01/2010,06/30/2013
13138,MEMORIAL HOSPITAL OF SOUTH BEND,150058,IN,READM-30-HF-HRRP,635,0.8584,17.7,20.7,104.0,07/01/2010,06/30/2013
5582,"LAKELAND HOSPITAL, ST JOSEPH",230021,MI,READM-30-COPD-HRRP,636,1.0159,22.5,22.1,144.0,07/01/2010,06/30/2013
1516,SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-HIP-KNEE-HRRP,636,1.1025,6.0,5.5,40.0,07/01/2010,06/30/2013
10723,MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-HF-HRRP,636,0.9421,22.9,24.3,142.0,07/01/2010,06/30/2013
5468,NORTH SHORE MEDICAL CENTER,220035,MA,READM-30-COPD-HRRP,636,1.0177,21.6,21.3,139.0,07/01/2010,06/30/2013
2333,ROBERT PACKER HOSPITAL,390079,PA,READM-30-HF-HRRP,636,1.0766,22.9,21.3,150.0,07/01/2010,06/30/2013
12538,CAROMONT REGIONAL MEDICAL CENTER,340032,NC,READM-30-HIP-KNEE-HRRP,636,0.8937,4.4,4.9,26.0,07/01/2010,06/30/2013
11428,ST VINCENT HOSPITAL & HEALTH SERVICES,150084,IN,READM-30-COPD-HRRP,637,0.9275,19.6,21.1,119.0,07/01/2010,06/30/2013
4222,SUBURBAN HOSPITAL,210022,MD,READM-30-HF-HRRP,637,1.0376,22.4,21.6,145.0,07/01/2010,06/30/2013
11083,WILLIAM W BACKUS HOSPITAL,70024,CT,READM-30-PN-HRRP,637,0.9348,17.6,18.8,108.0,07/01/2010,06/30/2013
11958,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,READM-30-COPD-HRRP,638,0.914,17.9,19.6,108.0,07/01/2010,06/30/2013
13483,TALLAHASSEE MEMORIAL HOSPITAL,100135,FL,READM-30-HF-HRRP,638,0.8126,17.3,21.3,99.0,07/01/2010,06/30/2013
795,LAKE FOREST HOSPITAL,140130,IL,READM-30-HIP-KNEE-HRRP,638,1.1425,5.9,5.2,40.0,07/01/2010,06/30/2013
12348,ADVOCATE GOOD SHEPHERD HOSPITAL,140291,IL,READM-30-HF-HRRP,638,0.902,19.7,21.9,120.0,07/01/2010,06/30/2013
1728,"ST JOHN MEDICAL CENTER, INC",370114,OK,READM-30-COPD-HRRP,638,1.095,21.0,19.2,141.0,07/01/2010,06/30/2013
633,WAUKESHA MEMORIAL HOSPITAL,520008,WI,READM-30-HIP-KNEE-HRRP,639,1.1552,5.9,5.1,40.0,07/01/2010,06/30/2013
7605,ST JOSEPHS MEDICAL CENTER OF STOCKTON,50084,CA,READM-30-HF-HRRP,639,0.9873,22.2,22.5,141.0,07/01/2010,06/30/2013
7228,CONROE REGIONAL MEDICAL CENTER,450222,TX,READM-30-HF-HRRP,639,0.9924,22.3,22.5,142.0,07/01/2010,06/30/2013
13119,PRESBYTERIAN HOSPITAL,320021,NM,READM-30-PN-HRRP,639,0.8601,13.9,16.2,80.0,07/01/2010,06/30/2013
2787,LIBERTY HOSPITAL,260177,MO,READM-30-COPD-HRRP,639,1.0657,21.0,19.7,139.0,07/01/2010,06/30/2013
442,ST CATHERINE OF SIENA HOSPITAL,330401,NY,READM-30-COPD-HRRP,639,1.1811,24.6,20.8,170.0,07/01/2010,06/30/2013
2601,WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,READM-30-AMI-HRRP,639,1.0699,18.1,16.9,119.0,07/01/2010,06/30/2013
2889,WHITE RIVER MEDICAL CENTER,40119,AR,READM-30-PN-HRRP,639,1.0636,18.4,17.3,121.0,07/01/2010,06/30/2013
8972,PEACEHEALTH ST JOSEPH MEDICAL CENTER,500030,WA,READM-30-HIP-KNEE-HRRP,640,0.9693,4.9,5.1,31.0,07/01/2010,06/30/2013
1624,SKYRIDGE MEDICAL CENTER,440185,TN,READM-30-COPD-HRRP,640,1.0983,23.0,20.9,154.0,07/01/2010,06/30/2013
9617,LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,READM-30-HIP-KNEE-HRRP,640,0.9604,5.4,5.7,34.0,07/01/2010,06/30/2013
5757,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-AMI-HRRP,640,1.0134,15.7,15.5,101.0,07/01/2010,06/30/2013
13692,HANNIBAL REGIONAL HOSPITAL,260025,MO,READM-30-HIP-KNEE-HRRP,640,0.7182,3.7,5.2,18.0,07/01/2010,06/30/2013
5652,SOUTHWEST GENERAL HEALTH CENTER,360155,OH,READM-30-PN-HRRP,640,1.0151,19.5,19.2,126.0,07/01/2010,06/30/2013
11196,TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,READM-30-COPD-HRRP,640,0.9326,19.6,21.0,120.0,07/01/2010,06/30/2013
2213,HOLY SPIRIT HOSPITAL,390004,PA,READM-30-PN-HRRP,640,1.0796,18.5,17.1,123.0,07/01/2010,06/30/2013
6057,HILLCREST HOSPITAL,360230,OH,READM-30-PN-HRRP,641,1.0089,18.3,18.2,118.0,07/01/2010,06/30/2013
4573,ST ALEXIUS MEDICAL CENTER,140290,IL,READM-30-HF-HRRP,641,1.0321,25.9,25.1,168.0,07/01/2010,06/30/2013
2571,JOHNSON CITY MEDICAL CENTER,440063,TN,READM-30-COPD-HRRP,641,1.0704,25.2,23.6,167.0,07/01/2010,06/30/2013
8365,"VIA CHRISTI HOSPITALS WICHITA, INC",170122,KS,READM-30-HIP-KNEE-HRRP,641,0.9774,6.0,6.1,38.0,07/01/2010,06/30/2013
5570,SAINT FRANCIS MEDICAL CENTER,140067,IL,READM-30-PN-HRRP,641,1.016,17.3,17.1,112.0,07/01/2010,06/30/2013
10112,CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-COPD-HRRP,641,0.9526,19.1,20.1,119.0,07/01/2010,06/30/2013
8922,RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-COPD-HRRP,642,0.9698,19.2,19.8,121.0,07/01/2010,06/30/2013
1355,"BEAUMONT HOSPITAL, TROY",230269,MI,READM-30-AMI-HRRP,642,1.1098,20.1,18.1,135.0,07/01/2010,06/30/2013
12222,EDWARD W SPARROW HOSPITAL,230230,MI,READM-30-COPD-HRRP,642,0.9061,18.3,20.1,110.0,07/01/2010,06/30/2013
1410,LEESBURG REGIONAL MEDICAL CENTER,100084,FL,READM-30-AMI-HRRP,643,1.1076,20.3,18.3,136.0,07/01/2010,06/30/2013
11753,SOUTHERN OHIO MEDICAL CENTER,360008,OH,READM-30-HF-HRRP,643,0.9193,21.5,23.3,133.0,07/01/2010,06/30/2013
12478,TENNOVA HEALTHCARE,440120,TN,READM-30-PN-HRRP,643,0.8967,15.8,17.6,95.0,07/01/2010,06/30/2013
6074,THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,643,1.0085,5.1,5.1,33.0,07/01/2010,06/30/2013
6312,MERCY HOSPITAL,200008,ME,READM-30-HIP-KNEE-HRRP,643,1.0052,5.1,5.1,33.0,07/01/2010,06/30/2013
68,ST MARYS HOSPITAL,520083,WI,READM-30-HIP-KNEE-HRRP,644,1.3202,6.2,4.7,45.0,07/01/2010,06/30/2013
11426,BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-PN-HRRP,644,0.9275,15.6,16.8,96.0,07/01/2010,06/30/2013
11613,SAINT THOMAS MIDTOWN HOSPITAL,440133,TN,READM-30-HF-HRRP,644,0.923,19.7,21.3,122.0,07/01/2010,06/30/2013
11583,BAPTIST MEMORIAL HOSPITAL,440048,TN,READM-30-HIP-KNEE-HRRP,644,0.9237,4.4,4.8,27.0,07/01/2010,06/30/2013
1613,LEWISGALE MEDICAL CENTER,490048,VA,READM-30-HIP-KNEE-HRRP,644,1.0986,5.0,4.6,34.0,07/01/2010,06/30/2013
8930,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-HF-HRRP,644,0.9697,23.9,24.6,152.0,07/01/2010,06/30/2013
8957,UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-COPD-HRRP,644,0.9694,19.1,19.7,121.0,07/01/2010,06/30/2013
841,SSM DEPAUL HEALTH CENTER,260104,MO,READM-30-HF-HRRP,644,1.1391,25.8,22.6,174.0,07/01/2010,06/30/2013
923,ALLEN HOSPITAL,160110,IA,READM-30-HIP-KNEE-HRRP,645,1.1338,6.2,5.4,42.0,07/01/2010,06/30/2013
11273,TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,READM-30-PN-HRRP,645,0.9308,16.0,17.2,99.0,07/01/2010,06/30/2013
1179,SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,READM-30-PN-HRRP,645,1.1177,21.9,19.6,148.0,07/01/2010,06/30/2013
5440,TRINITY ROCK ISLAND,140280,IL,READM-30-PN-HRRP,646,1.0181,16.9,16.6,110.0,07/01/2010,06/30/2013
2039,SAINT THOMAS WEST HOSPITAL,440082,TN,READM-30-PN-HRRP,646,1.0849,19.5,18.0,131.0,07/01/2010,06/30/2013
3900,CONROE REGIONAL MEDICAL CENTER,450222,TX,READM-30-COPD-HRRP,647,1.0431,21.2,20.3,140.0,07/01/2010,06/30/2013
5693,TORRANCE MEMORIAL MEDICAL CENTER,50351,CA,READM-30-HF-HRRP,647,1.0145,22.4,22.1,146.0,07/01/2010,06/30/2013
7888,CONCORD HOSPITAL,300001,NH,READM-30-HF-HRRP,647,0.9837,20.7,21.0,133.0,07/01/2010,06/30/2013
4831,"HOSPITAL OF CENTRAL CONNECTICUT, THE",70035,CT,READM-30-PN-HRRP,648,1.0276,17.3,16.9,114.0,07/01/2010,06/30/2013
12762,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-PN-HRRP,648,0.8833,14.2,16.1,85.0,07/01/2010,06/30/2013
12505,HILLCREST MEDICAL CENTER,370001,OK,READM-30-HF-HRRP,648,0.8955,20.6,23.0,127.0,07/01/2010,06/30/2013
13368,EMORY UNIVERSITY HOSPITAL,110010,GA,READM-30-HF-HRRP,648,0.8331,18.9,22.7,112.0,07/01/2010,06/30/2013
2941,CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-PN-HRRP,649,1.0623,19.3,18.2,129.0,07/01/2010,06/30/2013
3929,UNIVERSITY HOSPITALS CASE MEDICAL CENTER,360137,OH,READM-30-HF-HRRP,649,1.0426,24.7,23.7,163.0,07/01/2010,06/30/2013
9037,CLARA MAASS MEDICAL CENTER,310009,NJ,READM-30-COPD-HRRP,649,0.9684,21.5,22.2,137.0,07/01/2010,06/30/2013
8621,PIEDMONT HOSPITAL,110083,GA,READM-30-AMI-HRRP,649,0.9741,15.9,16.4,102.0,07/01/2010,06/30/2013
9816,COX MEDICAL CENTER,260040,MO,READM-30-COPD-HRRP,649,0.9572,19.6,20.5,124.0,07/01/2010,06/30/2013
13671,YAKIMA VALLEY MEMORIAL HOSPITAL,500036,WA,READM-30-HIP-KNEE-HRRP,649,0.7348,3.5,4.7,17.0,07/01/2010,06/30/2013
5494,WEST FLORIDA HOSPITAL,100231,FL,READM-30-HF-HRRP,649,1.0171,23.9,23.5,156.0,07/01/2010,06/30/2013
6130,CENTINELA HOSPITAL MEDICAL CENTER,50739,CA,READM-30-COPD-HRRP,649,1.0077,23.9,23.8,156.0,07/01/2010,06/30/2013
65,PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,READM-30-HIP-KNEE-HRRP,650,1.3265,7.2,5.4,52.0,07/01/2010,06/30/2013
815,GATEWAY MEDICAL CENTER,440035,TN,READM-30-COPD-HRRP,650,1.141,22.3,19.6,155.0,07/01/2010,06/30/2013
6386,MCLAREN FLINT,230141,MI,READM-30-AMI-HRRP,650,1.0041,19.8,19.7,129.0,07/01/2010,06/30/2013
